Montant_de_la_commande,Quantite,Prix_Unité,Montant_Remise,Montant_Livraison,a_code_promo,canal_vente,Type_client,ville_client,prix_catalogue,En_Promo,canal_produit,Categorie,Type_Vente,Type_paiement,Annee,Mois,Trimestre,Semestre,est_saison_haute,remise_pct,ratio_prix_catalogue
100.0,1,100.0,0.0,8.0,1,B2C,Particulier,Ariana,100.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
85.0,2,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,VASES ET POTS,Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
85.0,1,35.0,0.0,8.0,1,B2C,Particulier,Tunis,35.0,False,Site Web,ART DE TABLE,Site_Web,WALLET PAYMENT,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
94.0,1,34.0,0.0,8.0,1,B2C,Particulier,Ariana,34.0,False,Site Web,SERVICE DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
94.0,1,30.0,0.0,8.0,1,B2C,Particulier,Ariana,30.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
94.0,1,30.0,0.0,8.0,1,B2C,Particulier,Ariana,30.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
109.0,1,109.0,0.0,8.0,1,B2C,Particulier,Sousse,109.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
96.0,2,48.0,0.0,8.0,1,B2C,Particulier,Sousse,48.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
115.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
115.0,1,35.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,VASES ET POTS,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.4
115.0,2,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
119.0,1,119.0,0.0,8.0,1,B2C,Particulier,Tunis,119.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
119.0,1,119.0,0.0,8.0,1,B2C,Particulier,Tunis,119.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
119.0,1,119.0,0.0,8.0,1,B2C,Particulier,Tunis,119.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
84.0,1,84.0,0.0,8.0,1,B2C,Particulier,Sousse,99.0,True,Site Web,LUMINAIRES,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,0.8484848484848485
40.0,2,20.0,0.0,8.0,1,B2C,Particulier,Ariana,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
100.0,1,100.0,0.0,8.0,1,B2C,Particulier,Nabeul,100.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,8,Trimestre 3,Semestre 2,1,0.0,1.0
120.0,1,120.0,0.0,8.0,1,B2C,Particulier,Tunis,120.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ben Arous,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ben Arous,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,1,50.0,0.0,8.0,1,B2C,Particulier,Ben Arous,50.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
124.0,1,34.0,0.0,8.0,1,B2C,Particulier,Tunis,34.0,False,Site Web,SERVICE DE TABLE,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
124.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,SERVICE DE TABLE,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
94.0,1,46.0,0.0,8.0,1,B2C,Particulier,Tunis,46.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
94.0,1,48.0,0.0,8.0,1,B2C,Particulier,Tunis,48.0,False,Site Web,LA TOUCHE DÉCO,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
88.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
88.0,1,58.0,0.0,8.0,1,B2C,Particulier,Tunis,58.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
65.0,2,20.0,0.0,8.0,1,B2C,Particulier,Bizerte,20.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
65.0,1,25.0,0.0,8.0,1,B2C,Particulier,Bizerte,25.0,False,Site Web,ART DE TABLE,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,2,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
20.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,WALLET PAYMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
128.0,4,32.0,0.0,0.0,1,B2B,Entreprise,Sousse,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,0.8403361344537815
50.0,1,50.0,0.0,0.0,1,B2B,Entreprise,Sousse,59.5,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,0.8403361344537815
50.0,1,50.0,0.0,0.0,1,B2B,Entreprise,Sousse,59.5,False,Terrain,LUMINAIRES,Terrain,VIREMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,0.8403361344537815
32.0,1,32.0,0.0,0.0,1,B2B,Entreprise,Sousse,38.08,False,Terrain,LA TOUCHE DÉCO,Terrain,VIREMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,0.8403361344537815
32.0,1,32.0,0.0,0.0,1,B2B,Entreprise,Sousse,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,0.8403361344537815
128.0,4,32.0,0.0,0.0,1,B2B,Entreprise,Ben Arous,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,0.8403361344537815
65.0,1,65.0,0.0,8.0,1,B2C,Particulier,Ariana,65.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
94.0,1,34.0,0.0,8.0,1,B2C,Particulier,Tunis,34.0,False,Site Web,SERVICE DE TABLE,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
94.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
94.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
119.0,1,119.0,0.0,8.0,1,B2C,Particulier,Tunis,119.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,WALLET PAYMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
185.0,1,31.0,20.0,0.0,1,B2C,Particulier,Sousse,31.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.6451612903225806,1.0
185.0,2,31.0,0.0,0.0,1,B2C,Particulier,Sousse,31.0,False,Site Web,ART DE LA TABLE,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
185.0,2,36.0,0.0,0.0,1,B2C,Particulier,Sousse,36.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
119.0,1,119.0,0.0,8.0,1,B2C,Particulier,Nabeul,119.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
90.0,2,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,WALLET PAYMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
90.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,CÉRAMIQUES,Site_Web,WALLET PAYMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
96.0,1,46.0,0.0,8.0,1,B2C,Particulier,Ariana,46.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
96.0,1,50.0,0.0,8.0,1,B2C,Particulier,Ariana,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,SERVICE DE TABLE,Site_Web,WALLET PAYMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
30.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,CÉRAMIQUES,Site_Web,WALLET PAYMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
85.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,WALLET PAYMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
85.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,WALLET PAYMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
85.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,CÉRAMIQUES,Site_Web,WALLET PAYMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
99.9,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
99.9,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
99.9,1,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,VERRES,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
100.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Jendouba,90.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,WALLET PAYMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
80.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,WALLET PAYMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
80.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,CÉRAMIQUES,Site_Web,WALLET PAYMENT,2025,9,Trimestre 3,Semestre 2,0,0.0,1.0
48.0,1,48.0,0.0,8.0,1,B2C,Particulier,Medenine,48.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
100.0,1,20.0,0.0,8.0,1,B2C,Particulier,Ariana,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
100.0,1,80.0,0.0,8.0,1,B2C,Particulier,Ariana,80.0,False,Site Web,BOIS D'OLIVIER,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Ariana,90.0,False,Site Web,SERVICE DE TABLE,Site_Web,WALLET PAYMENT,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
104.9,1,30.0,0.0,8.0,1,B2C,Particulier,Jendouba,30.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
104.9,1,49.9,0.0,8.0,1,B2C,Particulier,Jendouba,49.9,False,Site Web,VERRES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
104.9,1,25.0,0.0,8.0,1,B2C,Particulier,Jendouba,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,2,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
120.0,1,120.0,0.0,8.0,1,B2C,Particulier,Tunis,120.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
80.0,4,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,WALLET PAYMENT,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
96.0,3,32.0,0.0,0.0,1,B2B,Entreprise,Ben Arous,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,10,Trimestre 4,Semestre 2,0,0.0,0.8403361344537815
96.0,3,32.0,0.0,0.0,1,B2B,Entreprise,Sousse,38.08,False,Terrain,COFFRETS CADEAUX,Terrain,VIREMENT,2025,10,Trimestre 4,Semestre 2,0,0.0,0.8403361344537815
200.0,1,200.0,0.0,0.0,1,B2B,Entreprise,Tunis,238.0,False,Terrain,LUMINAIRES,Terrain,VIREMENT,2025,10,Trimestre 4,Semestre 2,0,0.0,0.8403361344537815
95.0,2,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
95.0,1,45.0,0.0,8.0,1,B2C,Particulier,Tunis,45.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
100.0,2,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
100.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
99.9,1,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,VERRES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
99.9,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
90.0,2,20.0,0.0,8.0,1,B2C,Particulier,Ben Arous,20.0,False,Site Web,"CÉRAMIQUES, COUFFINS & FOUTAS",Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
90.0,2,25.0,0.0,8.0,1,B2C,Particulier,Ben Arous,25.0,False,Site Web,CARAFES ET BOUTEILLES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
105.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
105.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
105.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
105.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,SERVICE DE TABLE,Site_Web,WALLET PAYMENT,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
25.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tataouine,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,60.0,0.0,8.0,1,B2C,Particulier,Tunis,60.0,False,Site Web,"VERRES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,30.0,0.0,8.0,1,B2C,Particulier,Tunis,30.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
100.0,2,50.0,0.0,8.0,1,B2C,Particulier,Tunis,50.0,False,Site Web,"VERRES, CUIVRES",Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
99.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
99.0,1,20.0,0.0,8.0,1,B2C,Particulier,Tunis,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
99.0,1,25.0,0.0,8.0,1,B2C,Particulier,Tunis,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
99.0,1,34.0,0.0,8.0,1,B2C,Particulier,Tunis,34.0,False,Site Web,SERVICE DE TABLE,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
119.0,1,119.0,0.0,8.0,1,B2C,Particulier,Tunis,119.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
80.0,1,80.0,0.0,8.0,1,B2C,Particulier,Tunis,80.0,False,Site Web,BOIS D'OLIVIER,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Tunis,90.0,False,Site Web,"CÉRAMIQUES, VASES",Site_Web,WALLET PAYMENT,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
119.0,1,119.0,0.0,8.0,1,B2C,Particulier,Ariana,119.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
105.0,1,80.0,0.0,8.0,1,B2C,Particulier,Ariana,80.0,False,Site Web,BOIS D'OLIVIER,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
105.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ariana,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
90.0,1,90.0,0.0,8.0,1,B2C,Particulier,Gabes,90.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,20.0,0.0,8.0,1,B2C,Particulier,Ariana,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,20.0,0.0,8.0,1,B2C,Particulier,Ariana,20.0,False,Site Web,COUFFINS & FOUTAS,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,20.0,0.0,8.0,1,B2C,Particulier,Ariana,20.0,False,Site Web,"CÉRAMIQUES, SERVICE DE TABLE",Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ariana,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
110.0,1,25.0,0.0,8.0,1,B2C,Particulier,Ariana,25.0,False,Site Web,CÉRAMIQUES,Site_Web,PAY IN PERSON,2025,10,Trimestre 4,Semestre 2,0,0.0,1.0
58.0,1,58.0,0.0,8.0,1,B2C,Particulier,Gafsa,58.0,False,Site Web,JEUX,Site_Web,PAY IN PERSON,2025,11,Trimestre 4,Semestre 2,0,0.0,1.0
99.8,1,49.9,0.0,8.0,1,B2C,Particulier,Tunis,49.9,False,Site Web,VERRES,Site_Web,PAY IN PERSON,2025,11,Trimestre 4,Semestre 2,0,0.0,1.0
